Time 	 Epidemic 	 Message
5	0
10	0
15	0
20	0
25	0
30	0
35	0
40	0
45	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
100	0
105	0
110	0
115	0
120	0
125	0
130	0
135	0
140	0
145	0
150	0
155	0
160	0
165	0
170	0
175	0
180	0
185	0
190	0
195	0
200	0
205	0
210	0
215	0
220	0
225	0
230	0
235	0
240	0
245	0
250	0
255	0
260	1
265	1
270	1
275	1
280	1
285	1
290	1
295	2
300	2
305	2
310	3
315	3
320	3
325	3
330	3
335	3
340	3
345	3
350	3
355	3
360	3
365	3
370	3
375	3
380	3
385	3
390	4
395	4
400	4
405	4
410	4
415	4
420	4
425	4
430	4
435	4
440	4
445	4
450	4
455	4
460	4
465	4
470	4
475	4
480	4
485	4
490	5
495	6
500	6
505	6
510	6
515	6
520	6
525	6
530	6
535	6
540	6
545	6
550	6
555	6
560	6
565	6
570	6
575	6
580	6
585	6
590	6
595	6
600	6
605	6
610	6
615	6
620	6
625	6
630	6
635	6
640	6
645	6
650	6
655	6
660	6
665	6
670	6
675	6
680	6
685	6
690	7
695	7
700	7
705	7
710	7
715	7
720	7
725	7
730	7
735	7
740	7
745	7
750	7
755	7
760	7
765	7
770	7
775	7
780	7
785	7
790	7
795	8
800	8
805	8
810	8
815	8
820	8
825	8
830	8
835	8
840	8
845	8
850	8
855	8
860	8
865	8
870	8
875	8
880	8
885	8
890	8
895	8
900	8
905	8
910	8
915	8
920	8
925	8
930	8
935	8
940	8
945	8
950	8
955	8
960	8
965	8
970	8
975	8
980	8
985	8
990	8
995	8
1000	8
1005	8
1010	8
1015	8
1020	9
1025	9
1030	9
1035	9
1040	10
1045	10
1050	10
1055	10
1060	10
1065	10
1070	10
1075	10
1080	10
1085	10
1090	10
1095	10
1100	10
1105	10
1110	10
1115	10
1120	10
1125	10
1130	10
1135	10
1140	10
1145	10
1150	11
1155	12
1160	12
1165	12
1170	12
1175	12
1180	12
1185	12
1190	12
1195	12
1200	12
1205	12
1210	12
1215	12
1220	12
1225	12
1230	12
1235	12
1240	12
1245	12
1250	12
1255	12
1260	12
1265	12
1270	12
1275	12
1280	12
1285	12
1290	12
1295	12
1300	12
1305	12
1310	12
1315	12
1320	12
1325	12
1330	12
1335	12
1340	12
1345	12
1350	12
1355	12
1360	12
1365	12
1370	12
1375	12
1380	12
1385	12
1390	12
1395	12
1400	12
1405	12
1410	12
1415	12
1420	12
1425	12
1430	12
1435	12
1440	12
1445	12
1450	12
1455	12
1460	12
1465	12
1470	12
1475	12
1480	12
1485	12
1490	14
1495	15
1500	16
1505	17
1510	17
1515	17
1520	17
1525	17
1530	17
